customerid,recency,frequency,monetary,first_purchase,last_purchase,total_items,r_score,f_score,m_score,rfm_score,customer_segment
15570,7,12,4165.52,2010-12-05 12:57:00,2011-12-02 14:47:00,2067,5,5,5,15,Champions
15571,12,4,650.4300000000001,2011-09-22 13:15:00,2011-11-28 10:02:00,264,5,4,3,12,Loyal Customers
15572,5,7,2552.86,2011-03-06 14:44:00,2011-12-05 10:09:00,1229,5,5,5,15,Champions
15573,32,2,607.45,2011-09-15 12:16:00,2011-11-08 11:38:00,363,4,3,3,10,Potential Loyalists
15574,178,4,702.25,2010-12-02 15:46:00,2011-06-15 12:01:00,349,2,4,3,9,At Risk
15576,38,1,940.6700000000001,2011-11-02 12:03:00,2011-11-02 12:03:00,404,3,1,3,7,Needs Attention
15577,151,3,258.88,2011-02-07 13:32:00,2011-07-11 17:03:00,89,2,3,2,7,At Risk
15578,162,1,127.1,2011-06-30 13:03:00,2011-06-30 13:03:00,52,2,1,1,4,Lost Customers
15579,69,2,348.6,2011-01-30 12:09:00,2011-10-02 12:45:00,120,3,3,2,8,Needs Attention
15581,121,13,3679.9700000000003,2010-12-08 14:38:00,2011-08-11 09:38:00,286,2,5,5,12,At Risk
15582,25,3,682.9100000000001,2011-05-03 13:36:00,2011-11-15 09:55:00,453,4,3,3,10,Potential Loyalists
15584,24,4,725.11,2011-06-30 16:39:00,2011-11-16 10:55:00,314,4,4,3,11,Loyal Customers
15585,177,1,455.3,2011-06-16 08:38:00,2011-06-16 08:38:00,320,2,1,2,5,Lost Customers
15587,50,4,913.6800000000001,2010-12-23 09:59:00,2011-10-20 13:37:00,312,3,4,3,10,Loyal Customers
15589,256,3,478.53000000000003,2011-02-02 10:46:00,2011-03-29 09:54:00,243,1,3,2,6,At Risk
15592,47,1,388.58,2011-10-24 08:59:00,2011-10-24 08:59:00,354,3,1,2,6,Needs Attention
15593,71,1,199.8,2011-09-30 11:46:00,2011-09-30 11:46:00,60,3,1,1,5,Needs Attention
15594,16,5,1771.78,2011-04-19 10:08:00,2011-11-24 08:53:00,983,4,4,4,12,Champions
15596,101,5,1406.59,2010-12-09 16:10:00,2011-08-31 10:55:00,561,2,4,4,10,At Risk
15597,35,1,324.57,2011-11-04 13:26:00,2011-11-04 13:26:00,279,3,1,2,6,Needs Attention
15598,53,1,240.68,2011-10-17 16:04:00,2011-10-17 16:04:00,160,3,1,1,5,Needs Attention
15599,27,2,761.74,2011-05-19 13:05:00,2011-11-13 11:44:00,718,4,3,3,10,Potential Loyalists
15601,11,14,6776.56,2010-12-02 10:39:00,2011-11-28 15:15:00,4983,5,5,5,15,Champions
15602,8,9,1297.8700000000001,2010-12-06 15:35:00,2011-12-01 14:14:00,1137,5,5,4,14,Champions
15603,79,1,48.480000000000004,2011-09-22 10:04:00,2011-09-22 10:04:00,96,2,1,1,4,Lost Customers
15604,52,1,216.39,2011-10-18 14:47:00,2011-10-18 14:47:00,159,3,1,1,5,Needs Attention
15605,36,5,1198.23,2010-12-01 13:38:00,2011-11-03 14:17:00,441,3,4,4,11,Loyal Customers
15606,61,9,2920.16,2011-01-19 12:07:00,2011-10-09 15:47:00,892,3,5,5,13,Loyal Customers
15607,337,1,104.76,2011-01-07 12:44:00,2011-01-07 12:44:00,202,1,1,1,3,Lost Customers
15608,28,4,1093.68,2011-08-11 09:56:00,2011-11-11 13:20:00,714,4,4,4,12,Champions
15609,184,1,298.48,2011-06-08 13:00:00,2011-06-08 13:00:00,148,1,1,2,4,Lost Customers
15610,52,1,112.46000000000001,2011-10-19 10:36:00,2011-10-19 10:36:00,66,3,1,1,5,Needs Attention
15611,10,13,1591.45,2011-01-09 11:32:00,2011-11-30 12:36:00,504,5,5,4,14,Champions
15612,36,2,195.15,2011-10-09 12:49:00,2011-11-03 14:52:00,52,3,3,1,7,Needs Attention
15615,10,23,10399.74,2010-12-15 16:21:00,2011-11-29 14:42:00,5508,5,5,5,15,Champions
15618,33,4,776.851,2011-07-26 10:13:00,2011-11-07 08:34:00,454,4,4,3,11,Loyal Customers
15619,11,1,336.40000000000003,2011-11-29 08:14:00,2011-11-29 08:14:00,136,5,1,2,8,Potential Loyalists
15620,57,3,1553.18,2010-12-16 14:34:00,2011-10-14 12:41:00,915,3,3,4,10,Needs Attention
15621,4,4,1293.03,2011-11-18 11:49:00,2011-12-05 14:01:00,501,5,4,4,13,Champions
15622,43,9,3709.56,2011-03-02 13:42:00,2011-10-27 16:44:00,1674,3,5,5,13,Loyal Customers
15623,141,1,301.03,2011-07-21 17:26:00,2011-07-21 17:26:00,125,2,1,2,5,Lost Customers
15624,117,4,588.13,2011-03-28 13:32:00,2011-08-15 11:38:00,357,2,4,3,9,At Risk
15625,104,4,1534.26,2011-04-18 14:01:00,2011-08-28 10:21:00,1188,2,4,4,10,At Risk
15626,75,2,675.8,2011-01-14 10:10:00,2011-09-26 10:03:00,766,2,3,3,8,At Risk
15628,5,9,2870.2400000000002,2010-12-08 09:51:00,2011-12-05 10:24:00,1894,5,5,5,15,Champions
15630,45,2,1186.35,2011-05-19 10:16:00,2011-10-25 15:36:00,800,3,3,4,10,Needs Attention
15632,16,8,3285.31,2011-03-10 08:29:00,2011-11-24 09:51:00,2109,4,5,5,14,Champions
15634,17,1,243.55,2011-11-22 16:28:00,2011-11-22 16:28:00,99,4,1,1,6,Potential Loyalists
15636,90,2,724.76,2011-03-02 14:50:00,2011-09-11 11:17:00,284,2,3,3,8,At Risk
15637,53,1,223.36,2011-10-18 08:28:00,2011-10-18 08:28:00,128,3,1,1,5,Needs Attention
15639,134,1,425.32,2011-07-28 14:30:00,2011-07-28 14:30:00,323,2,1,2,5,Lost Customers
15640,4,15,12515.66,2010-12-02 15:40:00,2011-12-05 14:35:00,6607,5,5,5,15,Champions
15641,105,4,1887.2,2010-12-15 14:45:00,2011-08-26 14:04:00,1562,2,4,4,10,At Risk
15643,192,3,664.0,2011-03-02 14:34:00,2011-06-01 07:38:00,246,1,3,3,7,At Risk
15644,166,4,813.0,2011-03-23 15:37:00,2011-06-26 14:54:00,557,2,4,3,9,At Risk
15645,19,1,612.01,2011-11-21 11:55:00,2011-11-21 11:55:00,256,4,1,3,8,Potential Loyalists
15646,158,3,447.64000000000004,2010-12-02 16:59:00,2011-07-05 09:53:00,394,2,3,2,7,At Risk
15648,204,2,657.35,2011-03-17 18:59:00,2011-05-19 15:53:00,221,1,3,3,7,At Risk
15649,336,2,816.0,2010-12-07 10:06:00,2011-01-07 13:34:00,192,1,3,3,7,At Risk
15651,37,3,646.3,2011-03-24 08:56:00,2011-11-03 08:41:00,479,3,3,3,9,Needs Attention
15652,91,1,337.74,2011-09-09 14:22:00,2011-09-09 14:22:00,208,2,1,2,5,Lost Customers
15653,93,2,877.4399999999999,2011-08-16 09:50:00,2011-09-08 10:49:00,1200,2,3,3,8,At Risk
15654,9,2,922.53,2011-11-13 15:15:00,2011-11-30 13:08:00,475,5,3,3,11,Potential Loyalists
15655,243,1,560.67,2011-04-10 15:25:00,2011-04-10 15:25:00,324,1,1,3,5,Lost Customers
15656,45,4,748.5,2011-02-28 15:32:00,2011-10-25 14:56:00,343,3,4,3,10,Loyal Customers
15657,23,1,30.0,2011-11-17 12:19:00,2011-11-17 12:19:00,24,4,1,1,6,Potential Loyalists
15658,190,5,1024.1000000000001,2010-12-02 10:53:00,2011-06-02 15:22:00,242,1,4,4,9,At Risk
15659,44,1,306.45,2011-10-27 09:23:00,2011-10-27 09:23:00,111,3,1,2,6,Needs Attention
15660,25,9,1600.86,2010-12-09 09:49:00,2011-11-14 16:58:00,1050,4,5,4,13,Champions
15661,317,2,309.8,2011-01-05 12:32:00,2011-01-26 13:56:00,236,1,3,2,6,At Risk
15663,106,1,138.14,2011-08-25 15:50:00,2011-08-25 15:50:00,106,2,1,1,4,Lost Customers
15664,51,1,386.43,2011-10-20 10:57:00,2011-10-20 10:57:00,157,3,1,2,6,Needs Attention
15665,168,2,2242.01,2011-04-10 15:09:00,2011-06-24 14:57:00,1666,2,3,5,10,At Risk
15667,40,1,301.32,2011-10-31 10:56:00,2011-10-31 10:56:00,240,3,1,2,6,Needs Attention
15668,218,1,76.32000000000001,2011-05-06 10:39:00,2011-05-06 10:39:00,72,1,1,1,3,Lost Customers
15669,40,4,684.34,2011-03-21 09:13:00,2011-10-30 16:03:00,342,3,4,3,10,Loyal Customers
15670,297,1,173.05,2011-02-16 10:50:00,2011-02-16 10:50:00,91,1,1,1,3,Lost Customers
15671,19,7,2657.13,2011-03-14 09:37:00,2011-11-21 12:43:00,1699,4,5,5,14,Champions
15673,88,4,2881.02,2011-01-16 16:25:00,2011-09-12 16:12:00,1514,2,4,5,11,At Risk
15674,73,5,2446.6,2011-03-30 09:19:00,2011-09-27 15:17:00,1275,2,4,5,11,At Risk
15675,81,3,323.69,2011-03-04 14:21:00,2011-09-19 13:48:00,527,2,3,2,7,At Risk
15676,19,3,3435.76,2011-03-01 10:19:00,2011-11-21 12:40:00,2252,4,3,5,12,Potential Loyalists
15677,49,1,657.23,2011-10-21 15:36:00,2011-10-21 15:36:00,319,3,1,3,7,Needs Attention
15678,53,1,352.7,2011-10-18 09:25:00,2011-10-18 09:25:00,184,3,1,2,6,Needs Attention
15679,24,4,781.28,2011-06-10 08:24:00,2011-11-15 16:19:00,1170,4,4,3,11,Loyal Customers
15680,9,3,1333.68,2010-12-08 14:43:00,2011-11-30 13:46:00,952,5,3,4,12,Potential Loyalists
15681,25,5,1426.16,2011-03-04 13:46:00,2011-11-14 16:30:00,816,4,4,4,12,Champions
15683,117,1,193.75,2011-08-14 12:56:00,2011-08-14 12:56:00,131,2,1,1,4,Lost Customers
15687,9,9,2993.1,2011-01-13 15:13:00,2011-12-01 08:33:00,1310,5,5,5,15,Champions
15689,120,2,254.1,2010-12-13 09:57:00,2011-08-12 09:37:00,84,2,3,2,7,At Risk
15690,4,2,239.76,2011-08-31 11:40:00,2011-12-05 15:59:00,408,5,3,1,9,Potential Loyalists
15691,252,1,136.8,2011-04-01 15:13:00,2011-04-01 15:13:00,72,1,1,1,3,Lost Customers
15692,28,1,191.04,2011-11-11 14:12:00,2011-11-11 14:12:00,138,4,1,1,6,Potential Loyalists
15694,1,14,6479.4,2010-12-02 07:49:00,2011-12-09 09:44:00,1677,5,5,5,15,Champions
15695,267,2,409.98,2011-03-18 08:31:00,2011-03-18 08:32:00,212,1,3,2,6,At Risk
15696,33,8,2736.46,2011-01-17 11:24:00,2011-11-06 14:02:00,1028,4,5,5,14,Champions
15699,18,1,309.65,2011-11-22 08:26:00,2011-11-22 08:26:00,113,4,1,2,7,Potential Loyalists
15700,172,2,696.68,2011-06-19 15:36:00,2011-06-20 16:53:00,357,2,3,3,8,At Risk
15701,2,4,1542.14,2011-08-21 12:36:00,2011-12-07 14:39:00,923,5,4,4,13,Champions
15703,265,1,211.5,2011-03-20 10:51:00,2011-03-20 10:51:00,66,1,1,1,3,Lost Customers
15704,140,4,2293.62,2011-05-08 12:42:00,2011-07-22 13:35:00,1028,2,4,5,11,At Risk
15705,201,1,143.1,2011-05-22 15:37:00,2011-05-22 15:37:00,62,1,1,1,3,Lost Customers
15706,64,4,1060.56,2011-08-15 14:32:00,2011-10-07 10:09:00,321,3,4,4,11,Loyal Customers
15707,35,4,945.58,2011-09-14 14:19:00,2011-11-04 14:35:00,605,3,4,4,11,Loyal Customers
15708,41,7,3364.2400000000002,2010-12-05 11:12:00,2011-10-30 10:54:00,1267,3,5,5,13,Loyal Customers
15709,284,1,133.25,2011-03-01 10:38:00,2011-03-01 10:38:00,121,1,1,1,3,Lost Customers
15712,9,5,1072.3600000000001,2011-02-25 11:32:00,2011-11-30 14:09:00,486,5,4,4,13,Champions
15713,143,2,356.7,2010-12-08 15:16:00,2011-07-19 13:34:00,150,2,3,2,7,At Risk
15714,12,2,330.88,2011-09-23 11:25:00,2011-11-28 11:26:00,187,5,3,2,10,Potential Loyalists
15716,146,4,1118.81,2010-12-05 12:26:00,2011-07-17 11:59:00,744,2,4,4,10,At Risk
15717,234,1,150.3,2011-04-19 13:21:00,2011-04-19 13:21:00,70,1,1,1,3,Lost Customers
15719,33,13,5045.61,2011-01-06 12:31:00,2011-11-07 12:29:00,2725,4,5,5,14,Champions
15720,24,1,598.73,2011-11-15 14:48:00,2011-11-15 14:48:00,281,4,1,3,8,Potential Loyalists
15721,12,1,507.08,2011-11-28 12:14:00,2011-11-28 12:14:00,409,5,1,3,9,Potential Loyalists
15722,36,5,2222.56,2011-02-22 12:24:00,2011-11-04 11:43:00,1026,3,4,5,12,Loyal Customers
15723,365,1,203.1,2010-12-10 11:12:00,2010-12-10 11:12:00,87,1,1,1,3,Lost Customers
15724,201,2,218.25,2011-02-28 10:40:00,2011-05-22 14:40:00,73,1,3,1,5,At Risk
15725,15,1,415.25,2011-11-24 14:51:00,2011-11-24 14:51:00,221,4,1,2,7,Potential Loyalists
15727,17,7,5178.96,2010-12-15 15:47:00,2011-11-23 12:36:00,3065,4,5,5,14,Champions
15729,213,1,85.0,2011-05-11 12:36:00,2011-05-11 12:36:00,28,1,1,1,3,Lost Customers
15730,66,3,1120.88,2011-05-17 12:43:00,2011-10-05 12:31:00,689,3,3,4,10,Needs Attention
15732,212,2,294.12,2010-12-02 15:00:00,2011-05-11 14:24:00,215,1,3,2,6,At Risk
15733,283,1,162.3,2011-03-02 09:05:00,2011-03-02 09:05:00,62,1,1,1,3,Lost Customers
15734,115,2,1339.45,2011-05-23 14:59:00,2011-08-17 10:50:00,346,2,3,4,9,At Risk
15737,15,8,1205.1200000000001,2011-04-11 10:01:00,2011-11-25 11:21:00,599,4,5,4,13,Champions
15738,19,16,4812.42,2010-12-02 12:50:00,2011-11-21 08:26:00,2982,4,5,5,14,Champions
15739,66,1,449.12,2011-10-04 13:42:00,2011-10-04 13:42:00,472,3,1,2,6,Needs Attention
15740,49,1,154.88,2011-10-21 14:29:00,2011-10-21 14:29:00,152,3,1,1,5,Needs Attention
15743,16,4,784.46,2011-06-08 10:14:00,2011-11-23 17:19:00,216,4,4,3,11,Loyal Customers
15744,78,1,34.8,2011-09-23 09:52:00,2011-09-23 09:52:00,120,2,1,1,4,Lost Customers
15745,19,4,1094.59,2011-04-17 13:04:00,2011-11-20 13:45:00,421,4,4,4,12,Champions
15746,134,1,196.88,2011-07-28 15:21:00,2011-07-28 15:21:00,178,2,1,1,4,Lost Customers
15747,13,3,974.04,2011-06-20 11:30:00,2011-11-27 12:26:00,480,5,3,4,12,Potential Loyalists
15748,40,1,149.31,2011-10-30 12:51:00,2011-10-30 12:51:00,51,3,1,1,5,Needs Attention
15749,235,3,44534.3,2011-01-11 12:55:00,2011-04-18 13:20:00,18028,1,3,5,9,At Risk
15750,3,8,2465.48,2010-12-08 10:36:00,2011-12-07 12:34:00,1786,5,5,5,15,Champions
15752,40,7,2637.38,2010-12-02 09:43:00,2011-10-31 11:37:00,1978,3,5,5,13,Loyal Customers
15753,305,1,79.2,2011-02-08 12:41:00,2011-02-08 12:41:00,144,1,1,1,3,Lost Customers
15754,51,3,458.57,2011-04-07 12:24:00,2011-10-19 14:40:00,199,3,3,2,8,Needs Attention
15755,10,6,2364.25,2011-02-18 11:53:00,2011-11-29 14:57:00,1427,5,5,5,15,Champions
15756,61,4,532.96,2011-04-04 14:00:00,2011-10-09 13:30:00,242,3,4,3,10,Loyal Customers
15757,66,2,714.42,2011-05-06 11:40:00,2011-10-05 12:14:00,491,3,3,3,9,Needs Attention
15758,25,1,205.25,2011-11-15 10:48:00,2011-11-15 10:48:00,47,4,2,1,7,Potential Loyalists
15759,218,3,253.04,2010-12-16 15:29:00,2011-05-05 15:13:00,60,1,3,2,6,At Risk
15762,65,2,583.75,2011-09-23 15:17:00,2011-10-05 16:15:00,251,3,3,3,9,Needs Attention
15763,32,2,1086.92,2011-09-23 12:10:00,2011-11-08 09:44:00,271,4,3,4,11,Potential Loyalists
15764,88,6,3279.97,2011-03-08 09:23:00,2011-09-12 17:58:00,2050,2,5,5,12,At Risk
15766,64,1,315.06,2011-10-06 17:03:00,2011-10-06 17:03:00,170,3,2,2,7,Needs Attention
15768,116,3,621.8299999999999,2011-04-28 09:20:00,2011-08-16 10:48:00,244,2,4,3,9,At Risk
15769,7,26,56252.72,2010-12-03 15:16:00,2011-12-02 13:52:00,29672,5,5,5,15,Champions
15773,6,1,635.6800000000001,2011-12-04 12:48:00,2011-12-04 12:48:00,311,5,2,3,10,Potential Loyalists
15774,69,1,270.8,2011-10-02 12:04:00,2011-10-02 12:04:00,87,3,2,2,7,Needs Attention
15775,245,1,104.9,2011-04-08 12:56:00,2011-04-08 12:56:00,68,1,2,1,4,Lost Customers
15776,133,1,241.62,2011-07-29 13:46:00,2011-07-29 13:46:00,138,2,2,1,5,Lost Customers
15777,241,4,1047.11,2010-12-13 16:38:00,2011-04-12 16:43:00,378,1,4,4,9,At Risk
15780,184,3,475.28000000000003,2010-12-17 11:43:00,2011-06-09 12:01:00,220,1,4,2,7,At Risk
15781,25,3,345.46,2011-02-07 09:15:00,2011-11-14 14:57:00,180,4,4,2,10,Loyal Customers
15782,10,3,2614.7400000000002,2011-09-11 14:29:00,2011-11-30 10:49:00,864,5,4,5,14,Champions
15783,11,1,246.3,2011-11-29 09:50:00,2011-11-29 09:50:00,212,5,2,1,8,Potential Loyalists
15785,33,5,2328.9700000000003,2011-02-17 14:17:00,2011-11-07 11:33:00,1612,4,4,5,13,Champions
15786,46,3,4932.2,2011-08-17 13:33:00,2011-10-24 14:13:00,3364,3,4,5,12,Loyal Customers
15787,26,3,948.05,2011-10-09 13:11:00,2011-11-13 14:55:00,540,4,4,4,12,Champions
15789,358,1,351.3,2010-12-16 14:35:00,2010-12-16 14:35:00,438,1,2,2,5,Lost Customers
15790,10,1,220.85,2011-11-29 14:53:00,2011-11-29 14:53:00,114,5,2,1,8,Potential Loyalists
15791,44,2,1612.69,2011-05-19 15:15:00,2011-10-27 10:14:00,731,3,3,4,10,Needs Attention
15793,15,3,965.61,2011-03-16 10:45:00,2011-11-25 09:31:00,553,4,4,4,12,Champions
15795,150,1,610.01,2011-07-13 10:43:00,2011-07-13 10:43:00,581,2,2,3,7,Lost Customers
15796,1,8,2711.56,2011-02-10 15:40:00,2011-12-08 19:55:00,861,5,5,5,15,Champions
15797,113,4,2207.4,2011-01-24 15:47:00,2011-08-18 17:04:00,873,2,4,5,11,At Risk
15799,76,3,884.14,2011-01-09 15:13:00,2011-09-25 12:46:00,955,2,4,3,9,At Risk
15800,107,2,699.08,2011-04-07 12:39:00,2011-08-24 14:23:00,335,2,3,3,8,At Risk
15801,46,3,1063.95,2011-08-22 09:53:00,2011-10-24 13:52:00,570,3,4,4,11,Loyal Customers
15802,143,1,451.42,2011-07-20 11:38:00,2011-07-20 11:38:00,1,2,2,2,6,Lost Customers
15803,51,1,415.82000000000005,2011-10-19 14:56:00,2011-10-19 14:56:00,290,3,2,2,7,Needs Attention
15804,1,13,4206.39,2011-05-25 10:12:00,2011-12-09 12:31:00,2565,5,5,5,15,Champions
15805,23,17,5528.4800000000005,2010-12-10 09:33:00,2011-11-16 16:32:00,3387,4,5,5,14,Champions
15806,46,3,784.58,2011-03-08 09:24:00,2011-10-24 14:35:00,602,3,4,3,10,Loyal Customers
15807,50,3,903.9,2011-09-23 14:43:00,2011-10-20 14:10:00,430,3,4,3,10,Loyal Customers
15808,306,4,3734.9700000000003,2010-12-05 13:05:00,2011-02-06 14:33:00,1343,1,4,5,10,At Risk
15809,36,5,515.77,2011-02-10 11:16:00,2011-11-03 16:40:00,301,3,4,3,10,Loyal Customers
15810,79,4,1391.98,2011-02-16 09:11:00,2011-09-22 09:38:00,861,2,4,4,10,At Risk
15811,22,6,2218.62,2010-12-09 15:29:00,2011-11-17 15:31:00,1071,4,5,5,14,Champions
15812,107,5,1801.14,2011-01-26 12:12:00,2011-08-24 14:19:00,922,2,4,4,10,At Risk
15813,208,2,1303.9099999999999,2011-04-14 09:09:00,2011-05-16 08:13:00,603,1,3,4,8,At Risk
15814,17,4,1945.33,2011-10-20 09:04:00,2011-11-23 08:17:00,1271,4,4,4,12,Champions
15815,64,5,2100.6,2011-03-25 08:43:00,2011-10-07 12:42:00,1856,3,4,5,12,Loyal Customers
15819,49,4,1905.45,2011-03-08 09:45:00,2011-10-21 14:50:00,1357,3,4,4,11,Loyal Customers
15820,320,1,206.98,2011-01-24 12:00:00,2011-01-24 12:00:00,128,1,2,1,4,Lost Customers
15821,44,2,570.96,2011-10-09 13:28:00,2011-10-26 15:48:00,202,3,3,3,9,Needs Attention
15822,3,2,885.47,2010-12-15 13:38:00,2011-12-06 14:50:00,375,5,3,3,11,Potential Loyalists
15823,372,1,15.0,2010-12-02 15:08:00,2010-12-02 15:08:00,1,1,2,1,4,Lost Customers
15825,172,1,532.94,2011-06-20 13:27:00,2011-06-20 13:27:00,220,2,2,3,7,Lost Customers
15826,56,3,1654.31,2011-05-13 10:44:00,2011-10-14 16:05:00,963,3,4,4,11,Loyal Customers
15827,73,14,1836.0900000000001,2010-12-02 13:06:00,2011-09-27 15:35:00,882,2,5,4,11,At Risk
15829,99,2,636.14,2011-07-22 10:23:00,2011-09-01 16:45:00,996,2,3,3,8,At Risk
15830,38,1,576.0,2011-11-02 10:40:00,2011-11-02 10:40:00,415,3,2,3,8,Needs Attention
15831,58,3,801.76,2011-01-19 14:52:00,2011-10-12 13:14:00,1105,3,4,3,10,Loyal Customers
15832,254,1,836.79,2011-03-30 15:29:00,2011-03-30 15:29:00,465,1,2,3,6,Lost Customers
15834,70,4,2233.75,2011-03-07 17:52:00,2011-09-30 14:41:00,965,3,4,5,12,Loyal Customers
15835,44,4,954.09,2011-01-13 10:35:00,2011-10-26 15:47:00,439,3,4,4,11,Loyal Customers
15836,50,1,137.37,2011-10-20 17:13:00,2011-10-20 17:13:00,26,3,2,1,6,Needs Attention
15837,65,1,391.98,2011-10-06 09:01:00,2011-10-06 09:01:00,189,3,2,2,7,Needs Attention
15838,11,19,33643.08,2010-12-07 11:26:00,2011-11-28 14:00:00,18368,5,5,5,15,Champions
15839,33,3,1048.49,2011-07-14 16:35:00,2011-11-06 13:54:00,675,4,4,4,12,Champions
15840,59,2,355.56,2011-06-20 11:42:00,2011-10-12 09:08:00,396,3,3,2,8,Needs Attention
15841,73,4,1224.06,2011-01-05 11:25:00,2011-09-28 12:15:00,942,2,4,4,10,At Risk
15843,304,1,118.95000000000002,2011-02-09 10:19:00,2011-02-09 10:19:00,27,1,2,1,4,Lost Customers
15844,46,1,130.73999999999998,2011-10-24 15:19:00,2011-10-24 15:19:00,134,3,2,1,6,Needs Attention
15845,18,8,3711.77,2011-01-06 17:19:00,2011-11-22 09:42:00,1926,4,5,5,14,Champions
15847,38,2,389.27,2011-02-24 16:46:00,2011-11-01 14:41:00,449,3,3,2,8,Needs Attention
15850,19,2,238.85,2011-06-24 14:16:00,2011-11-20 14:14:00,302,4,3,1,8,Potential Loyalists
15852,187,2,160.71,2011-05-26 13:26:00,2011-06-06 11:22:00,48,1,3,1,5,At Risk
15853,52,1,110.8,2011-10-19 10:38:00,2011-10-19 10:38:00,135,3,2,1,6,Needs Attention
15854,4,12,2974.65,2010-12-13 11:47:00,2011-12-05 13:39:00,939,5,5,5,15,Champions
15855,137,5,712.24,2011-03-21 12:32:00,2011-07-26 10:20:00,470,2,4,3,9,At Risk
15856,4,27,16387.57,2010-12-09 13:34:00,2011-12-05 17:09:00,11005,5,5,5,15,Champions
15857,19,1,297.0,2011-11-21 12:18:00,2011-11-21 12:18:00,308,4,2,2,8,Potential Loyalists
15858,16,5,1438.85,2010-12-07 14:31:00,2011-11-24 12:48:00,1167,4,4,4,12,Champions
15860,41,8,977.21,2010-12-06 11:38:00,2011-10-30 11:25:00,440,3,5,4,12,Loyal Customers
15861,12,8,3165.36,2011-03-17 20:12:00,2011-11-27 15:59:00,2544,5,5,5,15,Champions
15862,8,4,832.88,2010-12-01 11:21:00,2011-12-01 13:28:00,585,5,4,3,12,Loyal Customers
15863,26,2,68.84,2011-05-31 11:36:00,2011-11-14 12:49:00,19,4,3,1,8,Potential Loyalists
15864,22,6,1936.3200000000002,2011-01-27 16:43:00,2011-11-17 13:32:00,1192,4,5,4,13,Champions
15865,41,3,895.13,2011-05-10 11:44:00,2011-10-30 12:43:00,368,3,4,3,10,Loyal Customers
15866,101,1,230.53,2011-08-30 14:09:00,2011-08-30 14:09:00,126,2,2,1,5,Lost Customers
15867,5,15,3812.64,2010-12-05 14:17:00,2011-12-04 13:32:00,2054,5,5,5,15,Champions
15869,277,2,149.64,2011-03-07 17:19:00,2011-03-07 17:23:00,175,1,3,1,5,At Risk
15870,33,1,354.09000000000003,2011-11-07 10:58:00,2011-11-07 10:58:00,335,4,2,2,8,Potential Loyalists
15872,15,2,360.93,2011-11-25 11:54:00,2011-11-25 11:55:00,212,4,3,2,9,Potential Loyalists
15874,64,7,4405.88,2011-02-28 13:28:00,2011-10-07 12:31:00,2534,3,5,5,13,Loyal Customers
15877,2,2,493.28,2011-11-22 11:18:00,2011-12-08 11:53:00,371,5,3,3,11,Potential Loyalists
15880,369,1,343.28000000000003,2010-12-05 13:00:00,2010-12-05 13:00:00,211,1,2,2,5,Lost Customers
15881,312,5,501.39000000000004,2010-12-10 13:32:00,2011-01-31 16:59:00,260,1,4,3,8,At Risk
15882,199,4,516.36,2010-12-06 13:01:00,2011-05-25 11:35:00,276,1,4,3,8,At Risk
15883,2,2,396.48,2011-11-06 14:50:00,2011-12-07 17:05:00,223,5,3,2,10,Potential Loyalists
15885,93,3,379.35,2011-02-03 15:28:00,2011-09-08 10:43:00,111,2,4,2,8,At Risk
15886,60,1,181.09,2011-10-10 14:25:00,2011-10-10 14:25:00,147,3,2,1,6,Needs Attention
15888,81,1,168.31,2011-09-20 12:30:00,2011-09-20 12:30:00,76,2,2,1,5,Lost Customers
15889,157,2,446.87,2010-12-05 15:12:00,2011-07-06 11:10:00,215,2,3,2,7,At Risk
15891,227,1,524.52,2011-04-27 12:35:00,2011-04-27 12:35:00,442,1,2,3,6,Lost Customers
15894,253,2,263.55,2010-12-05 14:06:00,2011-03-31 13:50:00,168,1,3,2,6,At Risk
15895,150,1,179.17,2011-07-13 10:27:00,2011-07-13 10:27:00,94,2,2,1,5,Lost Customers
15897,194,2,222.05,2011-05-29 13:32:00,2011-05-29 13:50:00,261,1,3,1,5,At Risk
15898,1,5,1388.88,2010-12-06 11:01:00,2011-12-08 15:23:00,570,5,4,4,13,Champions
15899,369,1,56.25,2010-12-06 10:36:00,2010-12-06 10:36:00,39,1,2,1,4,Lost Customers
15900,24,1,351.11,2011-11-16 12:19:00,2011-11-16 12:19:00,221,4,2,2,8,Potential Loyalists
15901,17,3,363.88,2011-07-08 12:18:00,2011-11-23 12:43:00,384,4,4,2,10,Loyal Customers
15903,10,7,5126.76,2011-02-17 14:04:00,2011-11-30 08:08:00,2410,5,5,5,15,Champions
15904,8,1,164.68,2011-12-01 14:50:00,2011-12-01 14:50:00,84,5,2,1,8,Potential Loyalists
15906,20,7,1567.69,2011-03-29 13:28:00,2011-11-20 12:24:00,544,4,5,4,13,Champions
15907,4,3,967.45,2011-05-13 13:01:00,2011-12-06 12:21:00,509,5,4,4,13,Champions
15909,174,1,191.94,2011-06-19 10:38:00,2011-06-19 10:38:00,98,2,2,1,5,Lost Customers
15910,1,8,1232.18,2011-01-27 11:55:00,2011-12-09 10:51:00,1015,5,5,4,14,Champions
15912,178,2,264.62,2011-04-20 17:10:00,2011-06-14 14:29:00,185,2,3,2,7,At Risk
15916,16,8,1528.09,2010-12-08 13:07:00,2011-11-23 13:46:00,757,4,5,4,13,Champions
15917,248,1,123.1,2011-04-06 10:40:00,2011-04-06 10:40:00,42,1,2,1,4,Lost Customers
